spu_id	Orthogroup	family_member	common_name	synonyms	best_genbank_hit
7842	SPU_017542	OG0002802	NA	Setd4	SET domain containing 4	EAX09757.1
7843	SPU_017545	OG0000072	Inhibitor_I9 superfamily, peptidase_S8 superfamily	Slsp_3	subtilisin-like serine protease (bacterial)-like-3	EEJ87247.1
7844	SPU_017546	OG0004545	NA	Gpkow	G patch domain and KOW motifs	AAH88579.1
7845	SPU_017547	OG0002301	NA	Tm9sf4	transmembrane 9 superfamily protein member 4  - partial	NP_055557 
7846	SPU_017553	OG0007648	NA	Abca1_1	ATP-binding cassette sub-family A member 1 (ATP-binding cassette transporter 1) (ATP-binding cassette 1) (ABC-1)	51338775
7847	SPU_017558	OG0004009	MT-A70 superfamily	Mettl3	methyltransferase like 3; N6-adenosine-methyltransferase	AAH52244.1
7848	SPU_017559	OG0005969	arrestin_N superfamily, Arrestin_C superfamily	Arrdc3_2	arrestin domain containing 3-2	BAC39320.1
7849	SPU_017561	OG0008621	ACBP superfamily, ankyrin superfamily	Acbd6	acyl-Coenzyme A binding domain containing 6	AAI15581.1
7850	SPU_017562	OG0008058	NA	NA	NA	NA
7851	SPU_017567	OG0011103	DUF6 superfamily	Slc35e1	solute carrier family 35, member E1	NP_079157.3
7852	SPU_017568	OG0002841	ankyrin superfamily	Ankrd50L	ankyrin repeat domain 50-like	AAH24725.1
7853	SPU_017569	OG0001533	NA	Fcmd	Fukutin	NP_006722 
7854	SPU_017572	OG0009978	NA	Xpg_1	Ercc5, DNA excision repair protein ERCC-5 	NA
7855	SPU_017573	OG0005359	NA	Cdipt	CDP-diacylglycerol--inositol 3-phosphatidyltransferase (Phosphatidylinositol synthase) (PtdIns synthase) (PI synthase)	3914340
7856	SPU_017578	OG0011443	GH3 superfamily	GhdcL8	GH3 domain containing-like, Ghdc	XP_004080284
7857	SPU_017579	OG0004288	zf	Glis2	GLIS family zinc finger 2, Gli-similar, sugarbabe (sug) homolog, z107, GlisC	XP_002738784
7858	SPU_017584	OG0010432	NA	C12orf63L	human chromosome 12 open reading frame 63-like	EAW97575.1
7859	SPU_017586	OG0012032	KAZAL_FS superfamily	AgrnL	agrin-like; Kazal-type serine proteinase inhibitor 3-like	AAC38776.1
7860	SPU_017594	OG0005161	RNB superfamily	Dis3L	DIS3 mitotic control homolog (S. cerevisiae)-like; DIS3-like exonuclease 1	BAD32588.1
7861	SPU_017597	OG0004792	NA	NA	NA	NA
7862	SPU_017598	OG0009374	NA	Ugt2b17L_1	UDP glucuronosyltransferase 2 family, polypeptide B17-like-1	NP_775417.1
7863	SPU_017601	OG0009851	NA	Cpvl	Probable serine carboxypeptidase CPVL precursor (Carboxypeptidase, vitellogenic-like) (Vitellogenic carboxypeptidase-like protein) (VCP-like protein)	67476930
7864	SPU_017602	OG0011040	NA	Prpf40B	Huntingtin interacting protein C	NP_036404
7865	SPU_017604	OG0005596	NA	Retsat	all-trans-13,14-dihydroretinol saturase	52078112
7866	SPU_017605	OG0003115	NA	Atp5a1	ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit	45383566
7867	SPU_017606	OG0011130	NA	Ddx59	DEAD (Asp-Glu-Ala-Asp) box polypeptide 59	NP_001026895
7868	SPU_017612	OG0003549	GMP-PDE delta subunit	Pde6d	phosphodiesterase 6D, cGMP-specific, rod, delta; PrBP/delta, GMP-PDE delta	KFM73881.1
7869	SPU_017613	OG0011979	NA	NA	NA	NA
7870	SPU_017615	OG0002197	NA	NA	NA	NA
7871	SPU_017617	OG0008375	NA	NA	NA	NA
7872	SPU_017619	OG0004939	PX superfamily	Snx16	sorting nexin 16	EAW87108.1
7873	SPU_017621	OG0009581	SNF superfamily	Slc6a9	solute carrier family 6 (neurotransmitter transporter, glycine), member 9	BAH12825.1
7874	SPU_017622	OG0009051	NA	NA	NA	NA
7875	SPU_017623	OG0012324	NA	NA	NA	NA
7876	SPU_017624	OG0006153	7TM GPCR_1 superfamily	Prokr1	prokineticin receptor 1; G protein-coupled receptor 73	ABQ52419.1
7877	SPU_017626	OG0003567	RING-finger superfamily	Rnf38L	ring finger protein 38-like	CAH17531.1
7878	SPU_017627	OG0010557	zf-C2H2	Gli	GLI-Kruppel family member, cubitus interruptus (ci) homolog, z22, GliA, GLI3, Gli1	XP_006823312
7879	SPU_017628	OG0006725	Nudix_hydrolase superfamily	Nudt5	nudix (nucleoside diphosphate linked moiety X)-type motif 5; adenosine 5'-diphosphosugar pyrophosphatase	AF155832_1
7880	SPU_017629	OG0005637	NA	NA	NA	NA
7881	SPU_017630	OG0003656	NA	Hypp_885	hypothetical protein-885	EEA70449.1
7882	SPU_017631	OG0006442	NA	Hypp_2348	hypothetical protein-2348	ACA17120.1
7883	SPU_017633	OG0011044	Nudix hydrolase	Nudt18	nudix (nucleoside diphosphate linked moiety X)-type motif 18	 \tXP_002609382
7884	SPU_017634	OG0001325	NA	Fln	filamin, actin binding protein 280-like, Fmn/Abp, Flnb	
7885	SPU_017636	OG0003796	homeobox-PRD	Pax4L_1	paired class homeodomain containing, Hypp_886	XP_002120103
7886	SPU_017637	OG0009561	DnaQ-like_exo superfamily	EglL	egalitarian (Drosophila melanogaster)-like; polymerase (RNA) II (DNA directed) polypeptide A-like	AAF47504.1
7887	SPU_017638	OG0012581	DnaQ-like_exo superfamily	ExdL1	exonuclease 3'-5' domain-like	BAF85213.1
7888	SPU_017641	OG0003124	NA	Hypp_887	hypothetical protein-887	EDO37140.1
7889	SPU_017642	OG0009732	SMAD	Smad2/3	SMAD family member 2/3-like, Madh2/3, smad2.3	NP_001161658
7890	SPU_017645	OG0010876	NA	D123l	D123 gene product	NP_006014
7891	SPU_017646	OG0012399	NA	NA	NA	NA
7892	SPU_017649	OG0000391	Kringle domain, PAN/APPLE-like domain	Hgf	hepatocyte growth factor-like, plasminogen-like	XP_003723762
7893	SPU_017651	OG0003013	NA	Hypp2350	hypothetical protein-2350, Hypp_2350, Hypp_1328	
7894	SPU_017653	OG0000761	RnaseH superfamily, Gal-3-0_sulfotr superfamily	Hypp_888	hypothetical protein-888; galactose-3-O-sulfotransferase 1-like	XP_002221727.1
7895	SPU_017656	OG0012058	zf-C2H2	Z10	zinc finger protein 10	XP_003945908
7896	SPU_017658	OG0011584	NA	Hypp_2997	hypothetical protein-2997	NA
7897	SPU_017661	OG0008191	NA	Mgam	Maltase-glucoamylase, intestinal [Includes: Maltase (Alpha-glucosidase); Glucoamylase (Glucan 1,4-alpha-glucosidase)]	21431783
7898	SPU_017663	OG0001547	NA	NA	NA	NA
7899	SPU_017664	OG0005510	NA	NA	NA	NA
7900	SPU_017667	OG0007844	NA	NA	NA	NA
7901	SPU_017671	OG0002129	SIS superfamily	Gckr	glucokinase (hexokinase 4) regulator	NP_001477.2
7902	SPU_017675	OG0012686	Ski/Sno	Skor	SKI family transcriptional corepressor, Skor1/2, Corl1/2, Lbxcor1-like, Lbhcor1	XP_006183874
7903	SPU_017676	OG0005827	TPR superfamily	Tmtc1	transmembrane and tetratricopeptide repeat containing 1, Arg99	XP_001922025
7904	SPU_017679	OG0010978	PXA superfamily, RGS superfamily	Snx25_1	sorting nexin 25-1	NP_997096.1
7905	SPU_017680	OG0002736	NA	Dhps_3	deoxyhypusine synthase - isoform(?)	NP_001921
7906	SPU_017682	OG0003458	zf-C2H2	Z203	NA	NP_084536
7907	SPU_017684	OG0006648	metallo dependent hydrolase superfamily	Acmsd	aminocarboxymuconate semialdehyde decarboxylase; 2-amino-3-carboxymuconate-6-semialdehyde decarboxylase	NP_599199.1
7908	SPU_017686	OG0009599	ribosomal_L1 superfamily	Rpl10a	ribosomal protein L10a	XP_001087029.1
7909	SPU_017691	OG0004923	NA	Fpgt	fucose-1-phosphate guanylyltransferase	EDL82545.1
7910	SPU_017692	OG0003502	NA	Armc3	armadillo repeat containing 3	CAM27293.1
7911	SPU_017698	OG0000910	NA	PppL_269	pol polyprotein like-269	XP_001922211.1
7912	SPU_017701	OG0005408	P_loop_NTPase superfamily, WD40 superfamily	Nwd1	NACHT and WD repeat domain containing 1	CAH18655.1
7913	SPU_017703	OG0007677	NA	Trpc5_7	Short transient receptor potential channel 5 (TrpC5) (Rtrp5) (Capacitative calcium entry channel 2) (CCE2)	14548283
7914	SPU_017705	OG0006795	serine/threonine kinase	Cdk5	PSSALRE, EC 2.7.1.37,Tau protein kinase II catalytic subunit	Q00535
7915	SPU_017708	OG0012782	NLR	Nlr37	NACHT and LRR  containing protein	NA
7916	SPU_017709	OG0000011	Exo_endo_phos superfamily, RT-like superfamily	Endrvt34	endonuclease-reverse transcriptase-34	CAJ00242.1
7917	SPU_017711	OG0002016	GNAT superfamily, DnaQ-like_exo superfamily, DNA_pol_A superfamily	Hypp_138	hypothetical protein-138; N-acetyltransferase 9-like; polymerase (DNA directed) nu-like	AAH11315.1
7918	SPU_017715	OG0008305	UPF0121 superfamily	Tmem33	transmembrane protein 33	EDL37779.1
7919	SPU_017716	OG0002799	sulfatase superfamily	Hypp_892	hypothetical protein-892	XP_002207995.1
7920	SPU_017721	OG0000450	NA	Slc39a1	Zinc transporter ZIP1 (Zinc-iron regulated transporter-like) (hZIP1) (Solute carrier family 39 member 1)	37090460
7921	SPU_017723	OG0009966	NA	Gtf2A2	general transcription factor IIA, 2 (12kD subunit)	NP_004483  
7922	SPU_017725	OG0010877	Nrf1	P3a2	DNA-binding protein P3A2, nuclear respiratory factor 1, Nrf1	XP_006823834
7923	SPU_017726	OG0007547	M1 peptidase	Lktnh	NA	 NP_000886
7924	SPU_017727	OG0003608	NA	IrbitL	predicted S-adenosylhomocysteine hydrolase with metazoan-specific N-terminal extension, ortholog of  mammalian IP3 receptor-binding protein released with inositol 1,4,5-trisphosphate (IRBIT)	62858417
7925	SPU_017733	OG0009735	usherin	UshL_1	NA	NP_996816.1
7926	SPU_017737	OG0006580	NA	NA	NA	NA
7927	SPU_017738	OG0002677	esterase-lipase superfamily	Abhd2	abhydrolase domain containing 2; alpha/beta hydrolase domain containing protein 2	AAH27098.1
7928	SPU_017742	OG0000793	NA	NA	NA	NA
7929	SPU_017744	OG0005524	MFS superfamily	Slc16a6L_5	solute carrier family 16 (monocarboxylic acid transporters), member 6-like-5	BAC27657.1
7930	SPU_017745	OG0004429	NA	Bola1	bolA-like 1 	NP_05715
7931	SPU_017746	OG0004778	NA	Hypp_893	hypothetical protein-893	XP_002219579.1
7932	SPU_017749	OG0010651	phosphatase and actin regulator2	Ppactr2	phosphatase and actin regulator2	15277544
7933	SPU_017750	OG0005465	zf-C2H2	Z159	zinc finger protein 159	
7934	SPU_017751	OG0001838	NA	Ebp	3-beta-hydroxysteroid-delta(8),delta(7)-isomerase (Cholestenol delta-isomerase) (Delta8-delta7 sterol isomerase) (D8-D7 sterol isomerase) (Emopamil-binding protein)	17374795
7935	SPU_017752	OG0008260	NA	Slc2a13	Proton myo-inositol cotransporter (H(+)-myo-inositol cotransporter) (Hmit) 	20177982
7936	SPU_017753	OG0007235	ATP6S1	Atp6ap1_1	ATPase, H+ transporting, lysosomal accessory protein 1-like (partial)	XP_798440
7937	SPU_017754	OG0012549	NA	Hypp_894	hypothetical protein-894	XP_001151762.1
7938	SPU_017755	OG0008261	TIM17 superfamily	Timmdc1	translocase of inner mitochondrial membrane domain containing 1, C3orf1	XP_003894015
7939	SPU_017756	OG0004041	NA	NA	NA	NA
7940	SPU_017761	OG0006144	DNA_BRE_C superfamily	XerdL	integrase/recombinase XerD (bacterial)-like	BAC57938.1
7941	SPU_017768	OG0011307	NA	Dhrsx_5	Dehydrogenase/reductase SDR family member on chromosome X precursor (DHRSXY) 	32469744
7942	SPU_017777	OG0011215	WD40 superfamily	Preb	prolactin regulatory element binding protein; mammalian guanine nucleotide exchange factor mSec12	NP_037520.1
7943	SPU_017778	OG0003978	NA	NA	NA	NA
7944	SPU_017779	OG0006899	NA	NA	NA	NA
7945	SPU_017780	OG0002473	DUF2138 superfamily	Lrrc67	leucine rich repeat containing 67	EAW86927.1
7946	SPU_017781	OG0006422	NA	Asps_1	Aspartyl-tRNA synthetase	AAH08638
7947	SPU_017790	OG0002375	NIMA related kinase	NekA	novel NIMA related kinase	AJ841701
7948	SPU_017791	OG0011653	collagen-fibrillar	Fcolf_1	NA	NA
7949	SPU_017792	OG0010210	NA	Ap4b1	adaptor-related protein complex AP-4, beta 1	CAQ12171.1
7950	SPU_017798	OG0007013	NA	Sdha_1	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial precursor (Fp) (Flavoprotein subunit of complex II)	1169337
7951	SPU_017799	OG0005744	NA	Fut4_1	Alpha-(1,3)-fucosyltransferase (Galactoside 3-L-fucosyltransferase) (Fucosyltransferase 4) (FUCT-IV) (Fuc-TIV)	55583942
7952	SPU_017801	OG0008304	NA	C1galt1_2	core1 UDP-galactose:N-acetylgalactosamine-alpha-R beta 1,3-galactosyltransferase	8927162
7953	SPU_017804	OG0007667	NA	Tm7sf3	transmembrane 7 superfamily member 3	BAE42255.1
7954	SPU_017811	OG0003075	zf-C2H2	Z401	zinc finger protein 401	XP_700431
7955	SPU_017813	OG0000718	MULE superfamily	Hypp_2357	hypothetical protein-2357; recombinase-like	NP_002224199.1
7956	SPU_017815	OG0006929	NA	NA	NA	NA
7957	SPU_017816	OG0001830	NA	Pkd	protein kinase D	XP_780872.1
7958	SPU_017817	OG0008250	Psf2	Psf2_1	NA	NA
7959	SPU_017819	OG0001344	protein phosphatase 1 inhibitor	Ppp1r36	protein phosphatase 1 regulatory subunit 36, C14orf50	 \tXP_005099837
7960	SPU_017820	OG0005046	NA	Hypp_845	hypothetical protein-845	EDL19272.1
7961	SPU_017821	OG0000610	RT-like superfamily	RtL_70	reverse transcriptase-like	CAA10770.1
7962	SPU_017827	OG0003094	NA	G3bp2L	Ras-GTPase activating protein SH3 domain-binding protein 2 isoform a	NP_987101
7963	SPU_017829	OG0011530	NA	NA	NA	NA
7964	SPU_017830	OG0007785	NA	Cstf2	Cleavage stimulation factor subunit  2	NP_001316
7965	SPU_017832	OG0007808	Ras superfamily, ARF family	Arl7	ADP-Ribosylation Factor-Like 7	BT019379
7966	SPU_017836	OG0011469	Histidine phosphatase superfamily (branch 2)	AcpL	acid phosphatase-like, Acp2_1	NP_001013355
7967	SPU_017837	OG0001197	homeobox-NKL	Homeo4	homeodomain containing 4, Nkx3.2	XP_005814812
7968	SPU_017840	OG0010218	DUF2217 superfamily	Fam73b_1	family with sequence similarity 73, member B-1	CAM23170.1
7969	SPU_017841	OG0005238	Sfi1 superfamily	Sfi1L	Sfi1 homolog, spindle assembly associated (yeast)-like	AAH26390.1
7970	SPU_017842	OG0010579	NA	Clect/VWF type C	NA	NA
7971	SPU_017843	OG0004906	DUF706 superfamily	Miox	myo-inositol oxygenase	NP_001093275
7972	SPU_017844	OG0012359	NA	NA	NA	NA
7973	SPU_017845	OG0004851	RT-like superfamily, rve superfamily	PppL_117	pol polyprotein like-117	XP_001919801.1
7974	SPU_017854	OG0005158	NA	NA	NA	NA
7975	SPU_017858	OG0000771	SRCR superfamily, WSC superfamily	Hypp_897	hypothetical protein-897	EEA30344.1
7976	SPU_017861	OG0011654	NA	Spo11	NA	CAI21521.1
7977	SPU_017868	OG0002228	NA	NA	NA	NA
7978	SPU_017869	OG0000089	RT-like superfamily	Endrvt97	endonuclease-reverse transcriptase-97	CAJ00236.1
7979	SPU_017870	OG0011234	Fmp27_GFWDK superfamily, Apt1 superfamily	Kiaa0100L	KIAA0100 protein-like	AAI20874.1
7980	SPU_017874	OG0010105	Cript superfamily	Cript	cysteine-rich PDZ-binding protein; postsynaptic protein CRIPT	NP_054890.1
7981	SPU_017875	OG0011595	WD40 superfamily	Efcab8	EF-hand calcium binding domain 8	NP_001131439.1
7982	SPU_017876	OG0005532	MoCF_BD superfamily	Gphn	gephyrin	EAW80925.1
7983	SPU_017877	OG0008089	NA	Gephph	NA	27370466
7984	SPU_017880	OG0012575	NA	NA	NA	NA
7985	SPU_017886	OG0010209	NA	Vps15	NA	NP_055417
7986	SPU_017892	OG0002541	NA	Slc25a36	Solute carrier family 25, member 36  	14198225
7987	SPU_017893	OG0001983	NA	AcpL2_1	acid phosphatase-like 2	22748649
7988	SPU_017894	OG0000305	NA	Hypp_900	hypothetical protein-900	XP_002211319.1
7989	SPU_017895	OG0003657	NA	NA	NA	NA
7990	SPU_017896	OG0007680	NA	St8sia3	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3	49523331
7991	SPU_017897	OG0004747	NA	Gtf2E2_1	general transcription factor IIE, polypeptide 2, beta 34kDa - duplicate	NP_002086
7992	SPU_017898	OG0007682	NA	Hypp_2360	hypothetical protein-2360	XP_002131087.1
7993	SPU_017899	OG0007885	heparan sulfotransferase	Hs3st	heparan 3-O-sulfotransferase	BC079867
7994	SPU_017900	OG0004531	NA	NA	NA	NA
7995	SPU_017904	OG0004471	RasGAP superfamily, SEC14 superfamily	Nf1	neurofibromin 1; neurofibromin 1 (neurofibromatosis, von Recklinghausen disease, Watson disease)	EAW80274.1
7996	SPU_017910	OG0009768	WD40 superfamily	Ciaoh1	cytosolic iron-sulfur protein assembly 1 homolog (S. cerevisiae); WD repeat domain 39	CAM17441.1
7997	SPU_017911	OG0000814	NA	NA	NA	NA
7998	SPU_017913	OG0005584	NA	Hypp_901	hypothetical protein-901; family with sequence similarity 55, member C	XP_002235778.1
7999	SPU_017914	OG0008430	NA	NA	NA	NA
8000	SPU_017916	OG0003553	NA	Tdrd1	Tudor domain containing 1	NP_942090
8001	SPU_017918	OG0002966	serotonin receptor family	5ht1F	Serotonin Receptor 1F	476956
8002	SPU_017920	OG0010033	NA	NA	NA	NA
8003	SPU_017921	OG0005264	NA	NA	NA	NA
8004	SPU_017925	OG0009375	WD40 superfamily	Nup43_1	nucleoporin 43-1	BAG53192.1
8005	SPU_017926	OG0003992	BTB superfamily	Armc5	armadillo repeat containing 5	AAH32200.1
8006	SPU_017927	OG0002317	NA	Taok	NA	NP_004774
8007	SPU_017929	OG0000365	adhesion protein	Fn3f_41	NA	NA
8008	SPU_017930	OG0006969	NA	NA	NA	NA
8009	SPU_017931	OG0000197	DUF1759 superfamily, RT-like superfamily, peptidase_A17 superfamily, rve superfamily	PppL_118	pol polyprotein like-118	XP_001919557.1
8010	SPU_017934	OG0001667	NA	NA	NA	NA
8011	SPU_017937	OG0000765	adhesion protein	Fn3_35	NA	NA
8012	SPU_017940	OG0001530	NA	Tensin_1	NA	NP_990786
8013	SPU_017942	OG0003687	NA	Wbp11	WW domain binding protein 11	AAH74710.1
8014	SPU_017944	OG0007563	Vps53_N superfamily	Vps53	vacuolar protein sorting 53 homolog (S. cerevisiae)	EAW90658.1
8015	SPU_017945	OG0011303	NA	Aig1	androgen-induced 1	NP_079722.1
8016	SPU_017947	OG0008968	zf-C2H2	Z116	zinc finger protein 116	XP_002732028
8017	SPU_017949	OG0003062	PLK	Plk1	polo-like kinase 1, PLK-1	BAB18588
8018	SPU_017953	OG0002065	DNA_pol_B_2 superfamily	Hypp_139	hypothetical protein-139; DNA polymerase-like	CAD60788.1
8019	SPU_017954	OG0007106	NA	Prkcshl	protein kinase C substrate 80K-H 	NP_001001329
8020	SPU_017955	OG0009289	DEP superfamily, RhoGAP superfamily	Depdc1b	DEP domain containing 1B	BAC29473.1
8021	SPU_017956	OG0006848	NA	Zswim6	zinc finger, SWIM-type containing 6; zinc finger, SWIM-type containing 5	NP_065979.1
8022	SPU_017959	OG0005269	NA	BcDph	NA	NP_001705.2
8023	SPU_017960	OG0012712	NA	NA	NA	NA
8024	SPU_017964	OG0005815	NA	Slc16a14_3	Solute carrier family 16 (monocarboxylic acid transporters), member 14	41389028
8025	SPU_017968	OG0008443	MFS superfamily	Slc46a1L_5	solute carrier family 46, member 1-like-5	AAH49421.1
8026	SPU_017971	OG0002513	SMAD	Smad4_1	SMAD family member 4 (partial), Madh4	
8027	SPU_017972	OG0001743	Ras family	RalA	Ral1, Ras like protein A	BC031741
8028	SPU_017973	OG0004123	NA	NA	NA	NA
8029	SPU_017974	OG0003912	LRR_RI superfamily, Ysc0 superfamily, I-set superfamily, ankyrin superfamily, P_loop_NTPase superfamily	Cttnbp2	cortactin binding protein 2	NP_001107873.1
8030	SPU_017975	OG0008050	EF-hand	Efcab12	EF-hand calcium-binding domain-containing protein 12, C3orf25L	ELT96560.1
8031	SPU_017976	OG0005068	NA	Slc12a9	Solute carrier family 12 (potassium/chloride transporters), member 9	28422667
8032	SPU_017978	OG0003639	PDZ superfamily, PH-like superfamily	Rgs12-2	regulator of G-protein signaling 12-2	EDM00077.1
8033	SPU_017980	OG0005700	NA	Ulk3	unc-51 like kinase 3	NP_056333
8034	SPU_017985	OG0003285	NA	NA	NA	NA
8035	SPU_017986	OG0002731	CYP2	Cyp2L34	Cytochrome P450 Family 2 like, CYP2	34098959
8036	SPU_017987	OG0008047	Ras superfamily, ARF family	Arl6	ADP-Ribosylation Factor-Like 6	AK158832
8037	SPU_017988	OG0008367	NA	Adcy5	Adenylate cyclase, type V (ATP pyrophosphate-lyase 5) (Adenylyl cyclase 5) 	729241
8038	SPU_017989	OG0000673	metallothioneins	Mt1	Mta, Mtb	AJ310190
8039	SPU_017990	OG0010810	NA	Hexb	Beta-hexosaminidase beta chain precursor (N-acetyl-beta-glucosaminidase) (Beta-N-acetylhexosaminidase) (Hexosaminidase B)(Cervical cancer proto-oncogene 7) (HCC-7) [Contains: Beta-hexosaminidase beta-B chain; Beta-hexosaminidase beta-A chain]	123081
8040	SPU_017998	OG0010827	NA	Ercc1	Excision repair cross-complementing rodent repair deficiency, complementation group 1 	AAH11224
8041	SPU_018000	OG0006156	NA	NA	NA	NA
8042	SPU_018003	OG0008751	Pyr_redox superfamily	Aifm2	apoptosis-inducing factor, mitochondrion-associated 2; apoptosis-inducing factor (AIF)-like mitchondrion-associated inducer of death isoform 2	NP_835159.1
8043	SPU_018004	OG0010125	FHA superfamily	Mcrs1	microspherule protein 1; cell cycle-regulated factor p78	AAH11794.1
8044	SPU_018008	OG0001255	zf-CCCH superfamily, RING-finger superfamily	Rnf113a	ring finger protein 113A	AAR97520.1
8045	SPU_018010	OG0008311	NA	Apc	NA	NP_031488
8046	SPU_018012	OG0000911	Dtyr_deacylase superfamily	Dtd1h	D-tyrosyl-tRNA deacylase 1; D-tyrosyl-tRNA deacylase 1 homolog (S. cerevisiae)	NP_543010.3
8047	SPU_018013	OG0008913	NA	NA	NA	NA
8048	SPU_018015	OG0000444	NA	NA	NA	NA
8049	SPU_018016	OG0003257	Ocular_alb superfamily	Gpr143	G protein-coupled receptor 143	EAW98773.1
8050	SPU_018017	OG0002425	Predicted NAD/FAD-dependent oxidoreductase	Rnls	renalase, FAD-dependent amine oxidase-like; C10orf59L	XP_002610419
8051	SPU_018018	OG0009629	NA	C4orf47	human chromosome 4 open reading frame 47	AAI50575.1
8052	SPU_018019	OG0005166	NA	Ighmbp2	immunoglobulin mu binding protein 2; IGHMBP2 protein	AAH00290.1
8053	SPU_018020	OG0008079	NA	Tbc1d32	TBC1 domain family member 32, Broad-minded (Bromi), C6orf170, C6orf70	XP_007897852
8054	SPU_018021	OG0007818	UBQ superfamily, IBR superfamily	Park2	Parkinson disease (autosomal recessive, juvenile) 2, parkin	EAW47573.1
8055	SPU_018022	OG0006528	NA	Sf1	splicing factor 1	NP_004621
8056	SPU_018023	OG0001342	NA	NA	NA	NA
8057	SPU_018024	OG0009595	tRNA_int_endo superfamily	Tsen2	tRNA splicing endonuclease 2 homolog (S. cerevisiae)	NP_079541.1
8058	SPU_018026	OG0007676	syntaxin	Stx12	syntaxin 12	NP_075228
8059	SPU_018029	OG0005141	Thrombospondin/collagen relative	TspN/Tsp1	NA	NP_542197
8060	SPU_018033	OG0000817	NA	Tsen54L_1	tRNA splicing endonuclease 54 homolog (S. cerevisiae)-like-1	XP_001097416.1
8061	SPU_018035	OG0003002	synaptotagmin	Syt9	synaptotagmin 9	NP_783860
8062	SPU_018038	OG0008490	MFS superfamily	Dirc2_1	disrupted in renal carcinoma 2-1	NP_001004597.1
8063	SPU_018039	OG0005566	AdoMet_MTase superfamily	MettL5_2	methyltransferase like 5	NP_054887.2
8064	SPU_018045	OG0000085	NA	NA	NA	NA
8065	SPU_018046	OG0004134	NA	Dhodh	Dihydroorotate dehydrogenase, mitochondrial precursor  Dihydroorotate oxidase) (DHOdehase)	56405372
8066	SPU_018052	OG0012062	NA	NA	NA	NA
8067	SPU_018053	OG0011482	NA	Hypp_3043	hypothetical protein-3043	NA
8068	SPU_018057	OG0002705	NA	NA	NA	NA
8069	SPU_018061	OG0004246	NA	NA	NA	NA
8070	SPU_018062	OG0008200	NA	NA	NA	NA
8071	SPU_018063	OG0003246	NA	C20orf194	uncharacterized protein C20orf194 homolog	XP_005291530
8072	SPU_018065	OG0009405	WD40 superfamily	Wdr76	WD repeat domain 76	EAW77248.1
8073	SPU_018067	OG0010656	NA	Derl1	Der1-like domain family, member 1 	NP_077271 
8074	SPU_018068	OG0011106	WD40 superfamily	Wdr67	WD repeat domain 67	EAW92020.1
8075	SPU_018070	OG0001585	adhesion receptor	Fn3_5	NA	NP_505150.1
8076	SPU_018071	OG0011896	NA	Ptpd	Protein tyrosine phosphatase domain	AAL75813
8077	SPU_018072	OG0005365	ankyrin superfamily, zf-MYND superfamily	Ankmy2	ankyrin repeat and MYND domain containing 2	AAH35353.1
8078	SPU_018073	OG0003767	Dala_Dala_lig_C superfamily, acid phosphatase_A superfamily	Hisppd2a	histidine acid phosphatase domain containing 2A	BAA20831.2
8079	SPU_018074	OG0011902	NA	NA	NA	NA
8080	SPU_018075	OG0008478	zf-C2H2	Z160	zinc finger protein 160	XP_003421951
8081	SPU_018078	OG0003934	DUF75 superfamily	Psmg2	proteasome (prosome, macropain) assembly chaperone 2; tumor necrosis factor superfamily, member 5-induced protein 1	EAX01541.1
8082	SPU_018081	OG0004270	NA	Rpb7	DNA-directed RNA polymerase II 19 kDa polypeptide (EC 2.7.7.6) (RPB7)	P62488
8083	SPU_018082	OG0001484	esterase-lipase superfamily	PrepL	prolyl endopeptidase-like	BAD18608.1
8084	SPU_018083	OG0001893	NA	Gnmt_4	glycine N-methyltransferase	8671582
8085	SPU_018085	OG0003571	NA	Pck	phosphoenolpyruvate carboxykinase, Pck1/2-like, PEPCK, Pck2, Pck2_1	AAH63224.2
8086	SPU_018086	OG0009955	COG0182 superfamily	Mri1	methylthioribose-1-phosphate isomerase homolog (S. cerevisiae); translation initiation factor eIF-2B subunit alpha/beta/delta-like protein	AAH01703.1
8087	SPU_018088	OG0006206	NA	NA	NA	NA
8088	SPU_018090	OG0002089	WD40 superfamily	Wdr4_1	WD repeat domain 4-1	NP_387510.1
8089	SPU_018091	OG0005886	7TM GPCR_1 superfamily	Htrla	5-hydroxytryptamine (serotonin) receptor 1A	NP_032334.2
8090	SPU_018096	OG0000165	rve superfamily	PppL_270	pol polyprotein like-270	DAA04499.1
8091	SPU_018098	OG0012361	NA	Unk_26	NA	CAI26244
8092	SPU_018101	OG0001803	Ras superfamily, Rho family	Rhop1	Rho family orphan 1	AY635990
8093	SPU_018102	OG0009606	NA	Hs6st2	heparan sulfate 6-O-sulfotransferase-2	38602673
8094	SPU_018103	OG0009221	Ntn_hydrolase superfamily	Psmb2	proteasome (prosome, macropain) subunit, beta type, 2	BAD92707.1
8095	SPU_018107	OG0001115	WW superfamily, PH-like superfamily	Plekha7	pleckstrin homology domain containing, family A member 7	NP_778228.2
8096	SPU_018108	OG0003895	RNA_pol_I_RPA43 superfamily	TwistnbL	TWIST neighbor-like	EAL24277.1
8097	SPU_018109	OG0004223	NA	Dhdds	Dehydrodolichyl diphosphate synthase (Dedol-PP synthase	46395789
